OBJECTID,Year,State,Agency,Unit ID,Fire Name,Local Incident Number,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Comments,Complex Name,IRWIN ID,Fire Number (historical use),Complex ID,DECADES,Shape__Area,Shape__Length,month_yr,percent
2063,2019.0,CA,CDF,SLU,MCMILLIAN,00007684,2019-06-12 07:00:00,6/12/2019 7:00:00 AM,2,1.0,1.0,1763.821,Harrow Bed Striking a Rock,,{ECE6470F-193E-4DCF-9AE9-DBD792AD7913},,,2010-2019,10840202.4609375,19800.6714623617,2019-06,108.27692307692308
2065,2019.0,CA,CDF,SLU,BOULDER,00007315,2019-06-05 07:00:00,6/5/2019 7:00:00 AM,11,6.0,1.0,1110.843,Bird into powerline,,{C2B85F5F-CB24-4BF2-8480-CD2D8375AD87},,,2010-2019,6767755.3203125,20338.2759374156,2019-06,108.27692307692308
2070,2019.0,CA,CDF,SLU,BELMONT,00007006,2019-05-29 07:00:00,5/29/2019 7:00:00 AM,1,6.0,1.0,832.636,,,{133730BD-7AEA-4DC7-8CD9-D260D3509F84},,,2010-2019,5070249.04296875,9799.50165861396,2019-05,125.39344262295081
2078,2019.0,CA,CDF,RRU,LINCOLN,00034071,2019-03-15 07:00:00,3/20/2019 7:00:00 AM,7,6.0,1.0,564.2154,,,{09A04988-ECBF-4567-86DA-284F62F5B950},,,2010-2019,3294942.83203125,9040.1611246544,2019-03,171.73170731707316
2081,2019.0,CA,CDF,RRU,JERRY,00079226,2019-06-21 07:00:00,6/21/2019 7:00:00 AM,10,6.0,1.0,521.9408,,,{176CFAFF-F55F-4544-82FA-912220223AF0},,,2010-2019,3075381.3828125,11739.3984374484,2019-06,108.27692307692308
2158,2019.0,CA,CDF,SLU,BITTER,00007568,2019-06-10 07:00:00,6/10/2019 7:00:00 AM,10,6.0,1.0,73.93117,,,{A1BD8B0F-CF05-4CC6-A44F-2DF57FDB4AEA},,,2010-2019,453390.203125,5381.84060245064,2019-06,108.27692307692308
2186,2019.0,CA,CDF,SLU,TOPAZ,00008211,2019-06-23 07:00:00,6/23/2019 7:00:00 AM,2,1.0,1.0,47.8895,Electrical,,,,,2010-2019,292175.39453125,2348.38315065025,2019-06,108.27692307692308
2195,2019.0,CA,CDF,SLU,TRACY,00006901,2019-05-27 07:00:00,5/27/2019 7:00:00 AM,2,6.0,1.0,38.42611,Electrical Power,,,,,2010-2019,234426.73046875,1962.1233120954,2019-05,125.39344262295081
2212,2019.0,CA,CDF,MVU,GASOLINE,00007586,2019-05-29 07:00:00,5/30/2019 7:00:00 AM,14,1.0,1.0,29.53726,,,,,,2010-2019,169093.51953125,2252.18383504323,2019-05,125.39344262295081
2218,2019.0,CA,CDF,MVU,OTAY 11,00009151,2019-06-29 07:00:00,6/30/2019 7:00:00 AM,14,1.0,1.0,27.51976,,,{8D7A370B-9451-4F14-BDEE-8E74C2FA39EE},,,2010-2019,157390.1640625,1697.84602791527,2019-06,108.27692307692308
2231,2019.0,CA,CDF,MVU,BORDER,00006784,2019-05-13 07:00:00,5/19/2019 7:00:00 AM,5,1.0,1.0,23.3554,17.5 on the US side 5.8 on the Mexico side,,,,,2010-2019,133420.37890625,2590.48549167107,2019-05,125.39344262295081
2239,2019.0,CA,CDF,MVU,PAUMA 4,00008223,2019-06-10 07:00:00,6/24/2019 7:00:00 AM,9,1.0,1.0,22.0214,,,{AD0BBA0E-1450-4022-9E7C-6F61C3DF21A0},,,2010-2019,127906.6328125,1783.64002629149,2019-06,108.27692307692308
2262,2019.0,CA,CDF,SLU,CRESTVIEW,00007406,2019-06-08 07:00:00,6/8/2019 7:00:00 AM,2,1.0,1.0,15.5361,Mowing,,{94B855DE-182B-4003-8A16-EEFB960930D8},,,2010-2019,95622.34375,1421.84848967502,2019-06,108.27692307692308
2264,2019.0,CA,CDF,SLU,DOMINGUEZ,00007770,2019-06-14 07:00:00,6/14/2019 7:00:00 AM,14,1.0,1.0,15.18174,Possible Spont. Combust of Planter (per P3428),,{D66284F3-4B64-4B3B-B2B7-705AE381CC42},,,2010-2019,92404.23828125,1693.44623428391,2019-06,108.27692307692308
2287,2019.0,CA,CDF,SLU,EUREKA,00000074,2019-06-08 07:00:00,6/8/2019 7:00:00 AM,2,6.0,1.0,11.99847,,,,,,2010-2019,73478.64453125,1237.08198930859,2019-06,108.27692307692308
2292,2019.0,CA,CDF,SLU,O'DONOVAN,00008331,2019-06-25 07:00:00,6/25/2019 7:00:00 AM,10,1.0,1.0,10.87737,(Possible) Item dragging from moving vehicle.,,{FB8C68CA-7ACE-4BE0-B82C-9DD00B0E7810},,,2010-2019,66502.0625,1858.93909077236,2019-06,108.27692307692308
2326,2019.0,CA,CDF,SLU,TRACY,00006361,2019-05-15 07:00:00,5/15/2019 7:00:00 AM,11,1.0,1.0,4.472729,Animal Striking Electrical Surge Arrestor,,,,,2010-2019,27294.4375,799.4939843714,2019-05,125.39344262295081
2328,2019.0,CA,CDF,SLU,SADDLE BACK,00007935,2019-06-17 07:00:00,6/17/2019 7:00:00 AM,15,1.0,1.0,4.286545,,,{2ECBDA7B-9668-40C5-99F5-40FE928EFBDE},,,2010-2019,26373.28515625,831.513390297859,2019-06,108.27692307692308
2330,2019.0,CA,CDF,SLU,ROCK,00007478,2019-06-08 07:00:00,6/8/2019 7:00:00 AM,14,1.0,1.0,3.804113,Cause under P3428 investigation,,{7E9C493F-EFA8-4B8E-B299-533DA8AB45BB},,,2010-2019,23438.67578125,734.369513629814,2019-06,108.27692307692308
2336,2019.0,CA,CCO,ORC,BLUE DIAMOND,19059616,2019-05-29 07:00:00,5/29/2019 7:00:00 AM,16,1.0,1.0,2.29694,,,,,,2010-2019,13487.25,1125.7974604101,2019-05,125.39344262295081
2341,2019.0,CA,CDF,SLU,COTTONWOOD,00005088,2019-04-18 07:00:00,4/18/2019 7:00:00 AM,10,6.0,1.0,1.908545,No structure damamge,,,,,2010-2019,11759.8359375,468.931915563562,2019-04,151.3859649122807
2344,2019.0,CA,CDF,SLU,BUENA,00008487,2019-06-28 07:00:00,6/28/2019 7:00:00 AM,8,6.0,1.0,1.671938,,,,,,2010-2019,10275.6953125,491.662839425095,2019-06,108.27692307692308
2351,2019.0,CA,CDF,SLU,HELIOS,00007412,2019-06-07 07:00:00,6/7/2019 7:00:00 AM,2,1.0,1.0,0.8129824,"Electrical, possible damaged solar panels",,{B56E3C5A-E739-4C13-882F-56275755AE6D},,,2010-2019,4959.59375,312.619041524465,2019-06,108.27692307692308
2352,2019.0,CA,CDF,SLU,HOLLOW,00007458,2019-06-08 07:00:00,6/8/2019 7:00:00 AM,2,1.0,1.0,0.7589745,Rock strike high wheel weed eater,,{D7B8DAA2-52BB-4DC8-8FDE-FAAAB34D6134},,,2010-2019,4662.28515625,364.395349697552,2019-06,108.27692307692308
2361,2018.0,CA,CCO,LAC,WOOLSEY,00338981,2018-11-08 08:00:00,11/20/2018 8:00:00 AM,11,7.0,1.0,89551.38,VNC INC# 00091023    18-0091023 VNC end date 1/4/2019,,{B13D8C7F-2B0B-4BA5-960C-CC4767139B06},,,2010-2019,530077573.371094,657758.046565514,2018-11,58.51851851851852
2379,2018.0,CA,CCO,VNC,HILL,00090993,2018-11-08 08:00:00,11/22/2018 8:00:00 AM,14,7.0,1.0,4310.055,Undetermined 18-0090993,,{CC9B4AD2-BB8D-4A88-97E8-F3329ACF80EE},,,2010-2019,25567604.078125,46113.656598663,2018-11,58.51851851851852
2384,2018.0,CA,CCO,LAC,CHARLIE,00288255,2018-09-22 07:00:00,9/23/2018 7:00:00 AM,14,7.0,1.0,3350.528,,,{1EDBE08A-0F18-4AB3-BE59-D00EFE8F9DD8},,,2010-2019,20020954.2382813,30913.2829436431,2018-09,60.0625
2392,2018.0,CA,CDF,BDU,PLEASANT,00002752,2018-02-18 08:00:00,2/25/2018 8:00:00 AM,7,2.0,1.0,2075.696,,,{595595CC-7CDB-4607-B19C-2D631CA9A6F7},,,2010-2019,13337374.8867188,46746.6499194657,2018-02,90.25581395348837
2397,2018.0,CA,CCO,LAC,STONE,00166129,2018-06-04 07:00:00,6/5/2018 7:00:00 AM,2,7.0,1.0,1350.647,,,{A7D9C0A6-F17F-4052-BB7B-A817F7EAB752},,,2010-2019,8076638.40234375,23581.6876487441,2018-06,87.0925925925926
2398,2018.0,CA,CDF,BDU,VALLEY,00009683,2018-07-06 07:00:00,7/20/2018 7:00:00 AM,9,1.0,1.0,1343.208, Fed inc # 10610,,,,,2010-2019,7948315.95703125,14286.1544539513,2018-07,72.30588235294118
2401,2018.0,CA,CDF,RRU,PATTERSON,00062932,2018-05-17 07:00:00,5/18/2018 7:00:00 AM,2,7.0,1.0,1260.987,,,{BA3300C9-3F9A-4E4B-8E5F-742E8C35D059},,,2010-2019,7382636.46484375,15872.3050385207,2018-05,122.85185185185185
2402,2018.0,CA,CDF,BDU,MOFFAT,00005618,2018-04-19 07:00:00,4/23/2018 7:00:00 AM,4,2.0,1.0,1253.925,,,{C0333574-D707-46EA-BDC7-1B27A08216A1},,,2010-2019,7904706.43359375,24309.4355784876,2018-04,162.41666666666666
2431,2018.0,CA,CDF,MVU,PASQUAL,00011206,2018-07-29 07:00:00,12/18/2018 8:00:00 AM,14,6.0,1.0,327.5861,,,{E1D5D10D-DECF-4E7A-9E37-CB1135497104},,,2010-2019,1893313.1015625,8737.09418616688,2018-07,72.30588235294118
2444,2018.0,CA,CDF,MVU,RECYCLE,00008372,2018-06-06 07:00:00,6/10/2018 7:00:00 AM,4,1.0,1.0,248.3807,,,{F4A65FEA-A595-4826-AF31-D6499F60666A},,,2010-2019,1421980.11328125,7500.28415072264,2018-06,87.0925925925926
2451,2018.0,CA,CCO,LAC,FAIRMONT,00273722,2018-09-09 07:00:00,9/9/2018 7:00:00 AM,14,7.0,1.0,219.2987,,,{2D2887AA-4530-46AF-893F-41181BB33C0D},,,2010-2019,1316299.03125,5748.20109397697,2018-09,60.0625
2453,2018.0,CA,CDF,MVU,ROCK 5,00011272,2018-07-28 07:00:00,8/2/2018 7:00:00 AM,14,1.0,1.0,206.2568,,,{76FD4A38-35C8-46E7-8809-13D08A8093F5},,,2010-2019,1201319.15625,8105.12095752616,2018-07,72.30588235294118
2457,2018.0,CA,CCO,SBC,WASIOJA,00006679,2018-05-20 07:00:00,5/22/2018 7:00:00 AM,11,1.0,1.0,189.5374,,,,,,2010-2019,1144194.5390625,5519.22012341427,2018-05,122.85185185185185
2458,2018.0,CA,CCO,VNC,PEAK,00094538,2018-11-12 08:00:00,11/14/2018 8:00:00 AM,9,6.0,1.0,182.1956,Unintentional 18-0094538,,,,,2010-2019,1082270.96875,7124.01563666208,2018-11,58.51851851851852
2459,2018.0,CA,CCO,ORC,ALISO ,18060414,2018-06-02 07:00:00,6/10/2018 7:00:00 AM,14,1.0,1.0,175.7186,,,{83E16686-5267-4C14-852B-4B535C73D63F},,,2010-2019,1026564.40234375,6151.01789243241,2018-06,87.0925925925926
2460,2018.0,CA,CCO,LAC,SOUTH,00171655,2018-06-09 07:00:00,6/12/2018 7:00:00 AM,14,7.0,1.0,175.1159,,,{E2DE7813-AA21-4312-8FBC-486565E09E39},,,2010-2019,1042451.62890625,4169.41077632081,2018-06,87.0925925925926
2465,2018.0,CA,CDF,RRU,EUCLID,00074609,2018-06-13 07:00:00,6/23/2018 7:00:00 AM,14,1.0,1.0,156.3773,,,{DC1EEED4-464B-4580-BC40-CB01465AC09B},,,2010-2019,921320.57421875,8280.47114931536,2018-06,87.0925925925926
2466,2018.0,CA,CCO,ORC,SANTIAGO,18064103,2018-06-11 07:00:00,6/14/2018 7:00:00 AM,14,1.0,1.0,154.9657,,,{657E88AB-F66B-407D-8B9D-8123020D1862},,,2010-2019,909667.91015625,6139.69451742859,2018-06,87.0925925925926
2468,2018.0,CA,CCO,VNC,BRIGGS,00095960,2018-11-15 08:00:00,11/16/2018 8:00:00 AM,14,6.0,1.0,154.4603,Undetermined 18-0095960,,,,,2010-2019,918161.19921875,5060.57571121159,2018-11,58.51851851851852
2477,2018.0,CA,CCO,SBC,HOLIDAY,00008657,2018-07-06 07:00:00,7/9/2018 7:00:00 AM,14,1.0,1.0,118.0118,Cause under investigation as of 01/28/2019,,{55A13FB0-C5D9-4644-8525-6BF770AEFDE1},,,2010-2019,704218.140625,10353.1074897826,2018-07,72.30588235294118
2481,2018.0,CA,CCO,LAC,PICO,00221025,2018-07-23 07:00:00,7/24/2018 7:00:00 AM,14,7.0,1.0,111.3536,,,{7B1588CD-610E-47F8-9038-5CFE30286317},,,2010-2019,663352.50390625,6399.92933172952,2018-07,72.30588235294118
2490,2018.0,CA,CCO,SBC,WINDMILL,00009316,2018-07-20 07:00:00,7/23/2018 7:00:00 AM,2,1.0,1.0,90.147,,,{8EF2B2DE-E07D-4EA1-BFD2-6708489302D1},,,2010-2019,540224.40625,5155.6453842498,2018-07,72.30588235294118
2491,2018.0,CA,CDF,SLU,WATER,00005348,2018-05-24 07:00:00,5/24/2018 7:00:00 AM,11,1.0,1.0,87.86208,Electrical Power,,,,,2010-2019,537762.57421875,4458.32059013068,2018-05,122.85185185185185
2495,2018.0,CA,CDF,SLU,SHANDON,00010529,2018-09-29 07:00:00,9/29/2018 7:00:00 AM,14,7.0,1.0,80.10158,,,,,,2010-2019,491842.65234375,3616.59279723951,2018-09,60.0625
2500,2018.0,CA,CCO,SBC,CRUCES,00009204,2018-07-18 07:00:00,7/19/2018 7:00:00 AM,10,1.0,1.0,77.55305,,,,,,2010-2019,463482.1484375,5134.49404487766,2018-07,72.30588235294118
2505,2018.0,CA,CDF,BDU,STERLING,00012772,2018-08-31 07:00:00,9/7/2018 7:00:00 AM,9,1.0,1.0,69.48309,Fed inc# 6894129,,,,,2010-2019,411727.97265625,6676.07610373331,2018-08,64.5072463768116
2515,2018.0,CA,CCO,VNC,YOSEMITE,00075024,2018-09-18 07:00:00,9/18/2018 7:00:00 AM,14,2.0,1.0,60.45642,Undetermined 18-0075024,,{80EFA43B-7870-45BE-9048-C4A5D862CD67},,,2010-2019,359448.72265625,2678.19165006699,2018-09,60.0625
2518,2018.0,CA,CCO,SBC,HAPPY,00006443,2018-05-17 07:00:00,5/17/2018 7:00:00 AM,11,1.0,1.0,59.46514,,,{20E6DB57-6998-48BD-99B8-DD66AC8D30CB},,,2010-2019,356321.703125,2910.19795231164,2018-05,122.85185185185185
2519,2018.0,CA,CDF,SLU,VISTA,00006149,2018-06-13 07:00:00,6/13/2018 7:00:00 AM,2,7.0,1.0,59.22106,Mowing,,{DD418AA6-D4FF-4D6D-8F0E-F2C4EA98CAEC},,,2010-2019,363906.796875,4434.40165212661,2018-06,87.0925925925926
2520,2018.0,CA,CDF,MVU,AGUA,00007622,2018-05-22 07:00:00,5/24/2018 7:00:00 AM,14,1.0,1.0,59.08208,,,{ECE7C623-6A99-43B9-BA23-8C48E845D364},,,2010-2019,343675.765625,4014.79628808643,2018-05,122.85185185185185
2521,2018.0,CA,CDF,SLU,CAMINO,00011247,2018-10-19 07:00:00,10/19/2018 7:00:00 AM,10,7.0,1.0,58.5271,No damage to structures or infrastructure,,{064F06AA-6A43-4F7E-9CC1-158560D79E76},,,2010-2019,355318.57421875,3319.08184863692,2018-10,59.421052631578945
2525,2018.0,CA,CDF,SLU,CRESTON,00006206,2018-06-14 07:00:00,6/14/2018 7:00:00 AM,10,1.0,1.0,56.45403,Vehicle exhaust,,{A85A766C-F3CD-437A-A4CD-86AC83D83574},,,2010-2019,346219.05859375,2937.64568446043,2018-06,87.0925925925926
2532,2018.0,CA,CDF,SLU,RESERVOIR,00010073,2018-09-16 07:00:00,9/16/2018 7:00:00 AM,11,7.0,1.0,51.21738,Electrical Power,,{4F9D48C1-3C45-4ABC-8440-B4E896BA6F2C},,,2010-2019,311900.1328125,4045.66352708323,2018-09,60.0625
2536,2018.0,CA,CDF,SLU,SPRING,00009544,2018-09-02 07:00:00,9/2/2018 7:00:00 AM,10,7.0,1.0,46.9971,Trailer lost wheel dragging along roadway ,,,,,2010-2019,288213.9609375,6330.47286962951,2018-09,60.0625
2556,2018.0,CA,CDF,MVU,BORDER 8,00010658,2018-07-17 07:00:00,7/17/2018 7:00:00 AM,7,1.0,1.0,28.34346,,,,,,2010-2019,161916.65625,1971.28417933365,2018-07,72.30588235294118
2557,2018.0,CA,CCO,VNC,OLSEN,00049784,2018-06-27 07:00:00,6/28/2018 7:00:00 AM,14,1.0,1.0,27.95707,VCFD Cause undetermin post investig.  18-0049784,,{FB65C56C-1289-4FA6-BE61-6AF6925CF6EE},,,2010-2019,166018.2734375,2475.35963826854,2018-06,87.0925925925926
2560,2018.0,CA,CDF,SLU,VINEYARD,00005561,2018-05-30 07:00:00,5/30/2018 7:00:00 AM,2,6.0,1.0,25.31846,Mowing,,,,,2010-2019,155858.84765625,2373.41049825967,2018-05,122.85185185185185
2569,2018.0,CA,CDF,RRU,SOBOBA,00116469,2018-09-14 07:00:00,9/15/2018 7:00:00 AM,14,1.0,1.0,21.58016,,,,,,2010-2019,126697.33203125,1856.1937627919,2018-09,60.0625
2575,2018.0,CA,CCO,SBC,WOODCHOPPER 1,00015994,2018-07-17 07:00:00,7/17/2018 7:00:00 AM,11,1.0,1.0,19.23786,,,,,,2010-2019,115487.98046875,2202.7841719789,2018-07,72.30588235294118
2580,2018.0,CA,CCO,LAC,HEFFNER,00134007,2018-05-04 07:00:00,5/5/2018 7:00:00 AM,14,1.0,1.0,17.8683,,,{9D0C681E-F12C-4F0A-8DFC-5D80D49212F9},,,2010-2019,106552.078125,2311.12414602473,2018-05,122.85185185185185
2583,2018.0,CA,CCO,VNC,CASITAS,00063735,2018-08-12 07:00:00,8/13/2018 7:00:00 AM,14,2.0,1.0,15.85888,Undetermined 18-0063735,,,,,2010-2019,94576.97265625,1858.48550349266,2018-08,64.5072463768116
2591,2018.0,CA,CCO,LAC,COMMERCE,00136301,2018-05-06 07:00:00,5/6/2018 7:00:00 AM,11,1.0,1.0,14.20331,,,{85BAF3EA-49EB-4C47-921A-ABC5D39EC27F},,,2010-2019,84695.1796875,3047.44235824034,2018-05,122.85185185185185
2595,2018.0,CA,CDF,MVU,CASNER 2,00011787,2018-08-06 07:00:00,8/6/2018 7:00:00 AM,2,1.0,1.0,13.91525,,,,,,2010-2019,80389.12109375,1305.41072944175,2018-08,64.5072463768116
2598,2018.0,CA,CDF,SLU,CAMP,00007640,2018-07-17 07:00:00,7/17/2018 7:00:00 AM,11,1.0,1.0,13.53527,,,,,,2010-2019,83231.81640625,1278.48880879621,2018-07,72.30588235294118
2604,2018.0,CA,CDF,SLU,RESORT,00005781,2018-06-13 07:00:00,6/13/2018 7:00:00 AM,14,1.0,1.0,12.95728,,,{84BC99BE-56F1-425E-AC36-53C76FD0D93B},,,2010-2019,79797.4765625,2324.57871366938,2018-06,87.0925925925926
2610,2018.0,CA,CDF,MVU,BORDER 3,00002137,2018-02-08 08:00:00,2/8/2018 8:00:00 AM,14,1.0,1.0,12.29894,,,,,,2010-2019,70260.00390625,2364.56007003242,2018-02,90.25581395348837
2613,2018.0,CA,CDF,MVU,VISTA,00008333,2018-06-05 07:00:00,6/6/2018 7:00:00 AM,14,1.0,1.0,12.10395,,,{B5C0AFA0-E14A-4D0B-9CFC-3D2304D20057},,,2010-2019,70484.22265625,1577.45039089369,2018-06,87.0925925925926
2615,2018.0,CA,CDF,MVU,CINNAMON,00010803,2018-07-20 07:00:00,7/20/2018 7:00:00 AM,2,1.0,1.0,11.99425,"1-Single Residence, 2-Outbuildings",,,,,2010-2019,69274.57421875,2287.2435792613,2018-07,72.30588235294118
2621,2018.0,CA,CDF,MVU,CHURCH 2,00008665,2018-06-11 07:00:00,6/12/2018 7:00:00 AM,10,1.0,1.0,11.04537,,,{E95331AF-EED3-41FA-BFFD-8EEF7C8AC078},,,2010-2019,63280.8125,1826.77277902825,2018-06,87.0925925925926
2624,2018.0,CA,CDF,MVU,BUILDING,00010002,2018-07-06 07:00:00,7/7/2018 7:00:00 AM,9,1.0,1.0,10.41985,Electrical/ 1-Structure,,{4842B00E-0DDF-4209-A56F-5DAC97AF62FA},,,2010-2019,59609.1953125,1679.90111388855,2018-07,72.30588235294118
2630,2018.0,CA,CCO,VNC,LYNN,00094498,2018-11-12 08:00:00,11/13/2018 8:00:00 AM,14,1.0,1.0,10.07955,Cause under investigation 18-0094498,,,,,2010-2019,59764.12109375,1568.16380845364,2018-11,58.51851851851852
2632,2018.0,CA,CCO,VNC,TAPO,00600308,2018-08-01 07:00:00,8/1/2018 7:00:00 AM,14,1.0,1.0,9.722479,Undetermined 18-0060308,,,,,2010-2019,57816.24609375,1328.15856711178,2018-08,64.5072463768116
2635,2018.0,CA,CCO,LAC,DULCE,00250407,2018-08-18 07:00:00,8/18/2018 7:00:00 AM,15,1.0,1.0,9.17901,,,{8EB8FA1C-18F6-447A-AD69-A7AE1353848E},,,2010-2019,54783.76953125,2078.39087973815,2018-08,64.5072463768116
2640,2018.0,CA,CCO,LAC,BRIDGE,00118530,2018-04-19 07:00:00,4/20/2018 7:00:00 AM,11,1.0,1.0,7.767941,,,{D39B0CD0-16B7-419A-8CE4-D53979B885DA},,,2010-2019,46535.18359375,1735.42714048899,2018-04,162.41666666666666
2642,2018.0,CA,CCO,ORC,TALBERT PARK SOUTH,18042073,2018-04-15 07:00:00,4/15/2018 7:00:00 AM,14,1.0,1.0,7.518083,,,,,,2010-2019,44015.60546875,1573.87214668322,2018-04,162.41666666666666
2643,2018.0,CA,CCO,VNC,TELEGRAPH,00045427,2018-06-12 07:00:00,6/12/2018 7:00:00 AM,14,1.0,1.0,7.057304,VCFD Cause undetermin post investig.  18-0045427,,,,,2010-2019,42011.05859375,1164.15605527474,2018-06,87.0925925925926
2644,2018.0,CA,CCO,VNC,HARBOR,00050282,2018-06-29 07:00:00,6/30/2018 7:00:00 AM,14,6.0,1.0,7.0504,VCFD Cause undetermin post investig.  18-0050282,,,,,2010-2019,41849.58203125,1354.34320695185,2018-06,87.0925925925926
2645,2018.0,CA,CCO,LAC,COPCO,00345491,2018-11-07 08:00:00,11/14/2018 8:00:00 AM,9,1.0,1.0,6.980345,,,{FEB5A87A-41C8-488E-91D1-B8F5EBD43F31},,,2010-2019,41912.03125,982.77242084307,2018-11,58.51851851851852
2647,2018.0,CA,CCO,VNC,COLLINS,00077583,2018-09-26 07:00:00,9/26/2018 7:00:00 AM,9,6.0,1.0,6.311197,Unintentional 18-0077583,,,,,2010-2019,37508.4453125,1511.15008192707,2018-09,60.0625
2648,2018.0,CA,CCO,VNC,SOUTH,00084903,2018-10-19 07:00:00,10/19/2018 7:00:00 AM,14,1.0,1.0,5.842196,Undetermined 18-0084903,,{5CE3EBCB-CBB8-4B9C-A2BC-73153A599EED},,,2010-2019,34761.73828125,928.586306833917,2018-10,59.421052631578945
2649,2018.0,CA,CDF,SLU,TOWNSITE,00006111,2018-06-12 07:00:00,6/12/2018 7:00:00 AM,2,6.0,1.0,5.651355,,,{87AF9C6F-92D7-4AAE-87A0-CF44D527647B},,,2010-2019,34247.640625,969.55617301697,2018-06,87.0925925925926
2651,2018.0,CA,CDF,SLU,RANGE,00001191,2018-02-12 08:00:00,2/12/2018 8:00:00 AM,9,7.0,1.0,5.25598,Munitions (Star Cluster) during military training,,,,,2010-2019,32041.09765625,676.430612675651,2018-02,90.25581395348837
2659,2018.0,CA,CDF,SLU,ALMOND,00007433,2018-07-12 07:00:00,7/12/2018 7:00:00 AM,11,7.0,1.0,3.662046,,,,,,2010-2019,22434.72265625,840.696082571192,2018-07,72.30588235294118
2660,2018.0,CA,CDF,SLU,CREEK,00009022,2018-08-19 07:00:00,8/19/2018 7:00:00 AM,2,7.0,1.0,3.039,Mowing,,,,,2010-2019,18600.8828125,771.357413936341,2018-08,64.5072463768116
2670,2018.0,CA,CCO,LAC,OAK,00389425,2018-12-25 08:00:00,12/25/2018 8:00:00 AM,11,1.0,1.0,2.18085,,,{5458EC96-634D-42FC-9746-39BD8FB83F6D},,,2010-2019,13017.6640625,582.622201109047,2018-12,81.3529411764706
2672,2018.0,CA,CCO,LAC,QUAIL,00314199,2018-10-16 07:00:00,10/16/2018 7:00:00 AM,14,1.0,1.0,2.155347,,,{C8883C51-C624-421E-85C1-BF125356F80C},,,2010-2019,12957.94140625,860.112573530667,2018-10,59.421052631578945
2675,2018.0,CA,CDF,SLU,COLONY,00010007,2018-09-14 07:00:00,9/14/2018 7:00:00 AM,11,7.0,1.0,2.110911,Electrical Power,,,,,2010-2019,12862.71484375,776.509925886955,2018-09,60.0625
2677,2018.0,CA,CCO,VNC,ARROYO,00045480,2018-06-12 07:00:00,6/12/2018 7:00:00 AM,14,1.0,1.0,2.010384,Cause under investigation 18-0045480,,,,,2010-2019,11921.71875,608.13549644068,2018-06,87.0925925925926
2680,2018.0,CA,CCO,VNC,CORONADO,00045455,2018-06-12 07:00:00,6/12/2018 7:00:00 AM,14,6.0,1.0,1.850803,VCFD Cause undetermin post investig.  18-0045455,,,,,2010-2019,11020.0,429.983807069179,2018-06,87.0925925925926
2683,2018.0,CA,CCO,ORC,LIVE OAK,18064947,2018-06-13 07:00:00,6/13/2018 7:00:00 AM,14,1.0,1.0,1.712397,,,,,,2010-2019,10029.98046875,641.953881217578,2018-06,87.0925925925926
2685,2018.0,CA,CCO,VNC,TORREY,00043129,2018-06-04 07:00:00,6/4/2018 7:00:00 AM,2,1.0,1.0,1.533825,Equipment 18-0043129,,,,,2010-2019,9137.1953125,425.960478218427,2018-06,87.0925925925926
2686,2018.0,CA,CCO,VNC,ROBLAR,00057020,2018-07-21 07:00:00,7/21/2018 7:00:00 AM,14,6.0,1.0,1.527544,VCFD Cause undetermin post investig.  18-0057020,,,,,2010-2019,9112.71875,461.112038987151,2018-07,72.30588235294118
2687,2018.0,CA,CCO,VNC,SURF,00008244,2018-01-28 08:00:00,1/29/2018 8:00:00 AM,14,1.0,1.0,1.48225,Cause under investigation 18-0008244,,,,,2010-2019,8778.25,467.148449000173,2018-01,73.34848484848484
2688,2018.0,CA,CCO,VNC,VISTA,00096450,2018-11-16 08:00:00,11/16/2018 8:00:00 AM,2,6.0,1.0,1.401421,Equipment 18-0096450,,,,,2010-2019,8343.30078125,348.068216831691,2018-11,58.51851851851852
2691,2018.0,CA,CCO,LAC,SANTA MARIA,00330515,2018-10-31 07:00:00,10/31/2018 7:00:00 AM,14,1.0,1.0,1.347234,,,{D6CD0730-0560-43DF-B3FF-EA8890F31B5A},,,2010-2019,7975.60552889109,601.430444495755,2018-10,59.421052631578945
2694,2018.0,CA,CCO,ORC,LAGUNA ,,2018-06-06 07:00:00,6/6/2018 7:00:00 AM,14,1.0,1.0,1.118917,1806212* inc#,,,,,2010-2019,6542.0078125,893.321469021663,2018-06,87.0925925925926
2695,2018.0,CA,CDF,SLU,LAGUNA,00008161,2018-07-29 07:00:00,7/29/2018 7:00:00 AM,2,1.0,1.0,1.116125,Exhaust from mower,,,,,2010-2019,6844.7890625,341.531233261907,2018-07,72.30588235294118
2701,2018.0,CA,CCO,LAC,SUN,00184429,2018-06-21 07:00:00,6/21/2018 7:00:00 AM,14,1.0,1.0,0.9127468,,,{B53440AA-38F4-4035-9594-ECC8529DA9BB},,,2010-2019,5428.96875,543.806037284555,2018-06,87.0925925925926
2702,2018.0,CA,CCO,VNC,RIVER,00046639,2018-06-16 07:00:00,6/16/2018 7:00:00 AM,14,1.0,1.0,0.8802599,Undetermined 18-0046639,,,,,2010-2019,5229.91796875,337.181313670678,2018-06,87.0925925925926
2704,2018.0,CA,CCO,ORC,AMENO,18130289,2018-11-26 08:00:00,11/26/2018 8:00:00 AM,14,1.0,1.0,0.7929642,,,,,,2010-2019,4619.90234375,382.631998281388,2018-11,58.51851851851852
